Voter,Constituency,PollingStation,Candidate
v713,Karanja,p45,SwarnalataJoshi
v714,Hingna,p20,NOTA
v715,Mukhed,p36,BhaaswarMarar
v716,Kaij,p17,NOTA
v717,Kaij,p18,AnaghBanerjee
v718,Hingna,p22,NOTA
v719,Ulhasnagar,p10,MeghnadPrajapat
v720,Niphad,p1,PranBanerjee
v721,Karanja,p45,PoornimaTalwar
v722,Baglan,p28,KanakPandey
v723,Niphad,p4,NOTA
v724,Chembur,p32,ChandramohanAhuja
v725,Kaij,p18,AnaghBanerjee
v726,Ulhasnagar,p12,BhavesChaturvedi
v727,Teosa,p6,AmareshKakkar
v728,Chembur,p31,NOTA
v729,Kaij,p16,NOTA
v730,Karanja,p46,NOTA
v731,Ulhasnagar,p11,MeghnadPrajapat
v732,Chembur,p33,DinakarShah
v733,Chembur,p31,SanyaKaniyar
v734,Ulhasnagar,p12,SwaraIyer
v735,Ulhasnagar,p14,SwaraIyer
v736,Niphad,p4,KamaVarma
v737,Ulhasnagar,p12,AnamikaPilla
v738,Teosa,p6,TarunDesai
v739,Mahad,p43,NOTA
v740,Mahad,p41,NOTA
v741,Chembur,p30,DinakarShah
v742,Hingna,p24,ShardaAdiga
v743,Hingna,p21,ShardaAdiga
v744,Mahad,p40,BhishamGandhi
v745,Mahad,p41,NOTA
v746,Ulhasnagar,p13,BhavesChaturvedi
v747,Karanja,p45,NavinGupta
v748,Hingna,p23,NOTA
v749,Teosa,p9,RajAsan
v750,Chembur,p30,SanyaKaniyar
v751,Teosa,p5,RageshwariNaik
v752,Kaij,p19,AnaghBanerjee
v753,Karanja,p45,NOTA
v754,Mahad,p41,BhishamGandhi
v755,Kaij,p17,NOTA
v756,Hingna,p20,NOTA
v757,Hingna,p24,NOTA
v758,Niphad,p1,ChidambarPanicker
v759,Niphad,p3,ChidambarPanicker
v760,Teosa,p8,BhagwantiPatel
v761,Hingna,p20,BaijayantiJain
v762,Chembur,p34,NOTA
v763,Karanja,p47,NavinGupta
v764,Chembur,p32,ChandramohanAhuja
v765,Chembur,p32,DinakarShah
v766,Kaij,p18,NOTA
v767,Niphad,p0,KamaVarma
v768,Ulhasnagar,p11,DhanapatiKhan
v769,Teosa,p7,TarunDesai
v770,Ulhasnagar,p10,SwaraIyer
v771,Hingna,p21,BaijayantiJain
v772,Mahad,p43,AmritaJha
v773,Baglan,p27,KanakPandey
v774,Ulhasnagar,p11,DeeptenduMenon
v775,Teosa,p5,AmareshKakkar
v776,Mukhed,p36,NOTA
v777,Karanja,p45,SwarnalataJoshi
v778,Baglan,p25,NOTA
v779,Ulhasnagar,p12,DeeptenduMenon
v780,Niphad,p3,PranBanerjee
v781,Ulhasnagar,p14,AnamikaPilla
v782,Baglan,p25,DiptenduNamboothiri
v783,Teosa,p7,AmareshKakkar
v784,Karanja,p48,SwarnalataJoshi
v785,Baglan,p28,UrmilaBhat
v786,Baglan,p25,KanakPandey
v787,Hingna,p21,NOTA
v788,Baglan,p27,KanakPandey
v789,Karanja,p45,AnalMalik
v790,Ulhasnagar,p11,SwaraIyer
v791,Chembur,p31,NOTA
v792,Mahad,p44,BhishamGandhi
v793,Niphad,p2,PranBanerjee
v794,Niphad,p2,NOTA
v795,Mukhed,p35,BhooshanKaniyar
v796,Ulhasnagar,p14,BhavesChaturvedi
v797,Ulhasnagar,p13,AnamikaPilla
v798,Kaij,p17,NOTA
v799,Mahad,p44,BhishamGandhi
v800,Baglan,p29,DiptenduNamboothiri
v801,Mahad,p42,BhishamGandhi
v802,Karanja,p47,SwarnalataJoshi
v803,Niphad,p0,PranBanerjee
v804,Niphad,p0,KamaVarma
v805,Ulhasnagar,p10,SwaraIyer
v806,Karanja,p49,NOTA
v807,Kaij,p15,NOTA
v808,Teosa,p9,RajAsan
v809,Mukhed,p39,BhooshanKaniyar
v810,Ulhasnagar,p14,NOTA
v811,Mukhed,p35,BhooshanKaniyar
v812,Karanja,p48,NOTA
v813,Hingna,p21,BaijayantiJain
v814,Ulhasnagar,p13,NOTA
v815,Mukhed,p39,BhooshanKaniyar
v816,Mukhed,p39,BhaaswarMarar
v817,Karanja,p46,AnalMalik
v818,Mukhed,p36,BhaaswarMarar
v819,Hingna,p20,HiranyaKhatri
v820,Kaij,p18,AnaghBanerjee
v821,Karanja,p48,AnalMalik
v822,Hingna,p22,HiranyaKhatri
v823,Baglan,p28,NOTA
v824,Mahad,p40,NOTA
v825,Kaij,p19,NOTA
v826,Hingna,p21,ShardaAdiga
v827,Karanja,p45,AnalMalik
v828,Ulhasnagar,p11,AnamikaPilla
v829,Teosa,p5,VinayDeshpande
v830,Teosa,p8,AmareshKakkar
v831,Mahad,p42,AmritaJha
v832,Mukhed,p38,NOTA
v833,Kaij,p18,NOTA
v834,Mahad,p41,LakshmanPillai
v835,Teosa,p7,TarunDesai
v836,Hingna,p20,NOTA
v837,Karanja,p46,NavinGupta
v838,Kaij,p18,AnaghBanerjee
v839,Mukhed,p39,NawalTandon
v840,Ulhasnagar,p10,MeghnadPrajapat
v841,Chembur,p30,NOTA
v842,Karanja,p48,PoornimaTalwar
v843,Kaij,p18,ChaitanSharma
v844,Hingna,p21,HiranyaKhatri
v845,Baglan,p29,NOTA
v846,Kaij,p17,NOTA
v847,Chembur,p31,NOTA
v848,Chembur,p32,DinakarShah
v849,Teosa,p9,AmareshKakkar
v850,Teosa,p9,AmareshKakkar
v851,Karanja,p48,AnalMalik
v852,Kaij,p18,AnaghBanerjee
v853,Baglan,p28,NOTA
v854,Hingna,p22,NOTA
v855,Hingna,p24,HiranyaKhatri
v856,Ulhasnagar,p14,DhanapatiKhan
v857,Mukhed,p38,BhaaswarMarar
v858,Teosa,p6,RageshwariNaik
v859,Baglan,p25,DiptenduNamboothiri
v860,Hingna,p22,ShardaAdiga
v861,Hingna,p21,BaijayantiJain
v862,Mukhed,p38,BhaaswarMarar
v863,Kaij,p15,NOTA
v864,Karanja,p45,PoornimaTalwar
v865,Mukhed,p39,UditGill
v866,Teosa,p8,AmareshKakkar
v867,Karanja,p49,PoornimaTalwar
v868,Kaij,p17,ChaitanSharma
v869,Chembur,p31,SanyaKaniyar
v870,Hingna,p20,BaijayantiJain
v871,Baglan,p27,UrmilaBhat
v872,Hingna,p22,BaijayantiJain
v873,Teosa,p7,NOTA
v874,Mukhed,p38,NOTA
v875,Mahad,p41,AmritaJha
v876,Baglan,p29,DiptenduNamboothiri
v877,Ulhasnagar,p13,BhavesChaturvedi
v878,Teosa,p6,RajAsan
v879,Karanja,p46,NOTA
v880,Niphad,p3,PranBanerjee
v881,Mukhed,p35,BhaaswarMarar
v882,Kaij,p18,NOTA
v883,Teosa,p6,RajAsan
v884,Karanja,p48,NOTA
v885,Mahad,p42,BhishamGandhi
v886,Niphad,p4,ChidambarPanicker
v887,Ulhasnagar,p12,MeghnadPrajapat
v888,Chembur,p34,NOTA
v889,Kaij,p16,ChaitanSharma
v890,Kaij,p15,ChaitanSharma
v891,Teosa,p6,RajAsan
v892,Mukhed,p36,BhooshitDwivedi
v893,Ulhasnagar,p14,DhanapatiKhan
v894,Teosa,p5,KamalaSaini
v895,Baglan,p27,UrmilaBhat
v896,Mukhed,p35,NOTA
v897,Karanja,p48,AnalMalik
v898,Karanja,p49,SwarnalataJoshi
v899,Niphad,p2,ChidambarPanicker
v900,Ulhasnagar,p14,BhavesChaturvedi
v901,Hingna,p20,HiranyaKhatri
v902,Hingna,p23,NOTA
v903,Teosa,p7,TarunDesai
v904,Teosa,p9,VinayDeshpande
v905,Hingna,p21,HiranyaKhatri
v906,Mukhed,p37,NOTA
v907,Mukhed,p38,BhooshanKaniyar
v908,Mahad,p43,LakshmanPillai
v909,Kaij,p16,ChaitanSharma
v910,Chembur,p34,VedaNaik
v911,Mukhed,p36,UditGill
v912,Karanja,p48,SwarnalataJoshi
v913,Mahad,p40,NOTA
v914,Niphad,p3,NOTA
v915,Teosa,p5,VinayDeshpande
v916,Karanja,p46,PoornimaTalwar
v917,Mukhed,p36,UditGill
v918,Baglan,p27,NOTA
v919,Kaij,p19,ChaitanSharma
v920,Mukhed,p37,BhooshanKaniyar
v921,Karanja,p48,PoornimaTalwar
v922,Chembur,p34,SanyaKaniyar
v923,Niphad,p4,KamaVarma
v924,Teosa,p7,RajAsan
v925,Kaij,p16,ChaitanSharma
v926,Ulhasnagar,p12,NOTA
v927,Mahad,p40,BhishamGandhi
v928,Kaij,p18,AnaghBanerjee
v929,Chembur,p30,VedaNaik
v930,Kaij,p18,ChaitanSharma
v931,Hingna,p24,HiranyaKhatri
v932,Kaij,p15,AnaghBanerjee
v933,Ulhasnagar,p12,MeghnadPrajapat
v934,Mukhed,p37,BhooshanKaniyar
v935,Ulhasnagar,p10,NOTA
v936,Ulhasnagar,p13,SwaraIyer
v937,Ulhasnagar,p14,DhanapatiKhan
v938,Mukhed,p36,BhaaswarMarar
v939,Teosa,p7,NOTA
v940,Chembur,p34,DinakarShah
v941,Kaij,p17,NOTA
v942,Mahad,p43,BhishamGandhi
v943,Kaij,p16,NOTA
v944,Baglan,p28,KanakPandey
v945,Mukhed,p35,BhooshanKaniyar
v946,Hingna,p22,HiranyaKhatri
v947,Baglan,p29,UrmilaBhat
v948,Kaij,p16,NOTA
v949,Mukhed,p38,BhaaswarMarar
v950,Mukhed,p36,BhooshanKaniyar
v951,Hingna,p23,HiranyaKhatri
v952,Teosa,p6,NOTA
v953,Mukhed,p35,UditGill
v954,Baglan,p27,UrmilaBhat
v955,Chembur,p30,ChandramohanAhuja
v956,Hingna,p21,BaijayantiJain
v957,Teosa,p9,NOTA
v958,Chembur,p33,ChandramohanAhuja
v959,Hingna,p21,ShardaAdiga
v960,Mahad,p44,BhishamGandhi
v961,Mukhed,p37,BhooshitDwivedi
v962,Mahad,p41,NOTA
v963,Mukhed,p37,BhooshanKaniyar
v964,Ulhasnagar,p13,SwaraIyer
v965,Mahad,p41,NOTA
v966,Niphad,p1,PranBanerjee
v967,Baglan,p27,KanakPandey
v968,Niphad,p1,KamaVarma
v969,Karanja,p48,AnalMalik
v970,Ulhasnagar,p11,SwaraIyer
v971,Mahad,p41,NOTA
v972,Niphad,p1,KamaVarma
v973,Ulhasnagar,p12,MeghnadPrajapat
v974,Kaij,p17,NOTA
v975,Ulhasnagar,p12,SwaraIyer
v976,Hingna,p22,HiranyaKhatri
v977,Chembur,p31,DinakarShah
v978,Chembur,p30,NOTA
v979,Mahad,p42,NOTA
v980,Chembur,p33,NOTA
v981,Mukhed,p38,BhooshanKaniyar
v982,Ulhasnagar,p13,AnamikaPilla
v983,Ulhasnagar,p10,AnamikaPilla
v984,Chembur,p30,VedaNaik
v985,Baglan,p25,DiptenduNamboothiri
v986,Hingna,p22,ShardaAdiga
v987,Baglan,p26,KanakPandey
v988,Chembur,p32,NOTA
v989,Teosa,p8,BhagwantiPatel
v990,Baglan,p27,KanakPandey
v991,Hingna,p24,HiranyaKhatri
v992,Teosa,p8,VinayDeshpande
v993,Mahad,p41,BhishamGandhi
v994,Mahad,p41,AmritaJha
v995,Niphad,p2,PranBanerjee
v996,Hingna,p24,ShardaAdiga
v997,Teosa,p5,RageshwariNaik
v998,Ulhasnagar,p11,DeeptenduMenon
v999,Niphad,p0,ChidambarPanicker
v1000,Mahad,p40,AmritaJha
v1001,Niphad,p3,ChidambarPanicker
v1002,Ulhasnagar,p11,DhanapatiKhan
v1003,Niphad,p4,PranBanerjee
v1004,Chembur,p30,DinakarShah
v1005,Niphad,p4,PranBanerjee
v1006,Kaij,p18,AnaghBanerjee
v1007,Karanja,p46,NavinGupta
v1008,Teosa,p5,KamalaSaini
v1009,Ulhasnagar,p13,AnamikaPilla
v1010,Karanja,p45,AnalMalik
v1011,Mukhed,p36,NawalTandon
v1012,Hingna,p24,HiranyaKhatri
v1013,Hingna,p21,NOTA
v1014,Chembur,p30,NOTA
v1015,Kaij,p16,NOTA
v1016,Baglan,p27,DiptenduNamboothiri
v1017,Hingna,p24,BaijayantiJain
v1018,Teosa,p8,AmareshKakkar
v1019,Chembur,p32,DinakarShah
v1020,Teosa,p9,TarunDesai
v1021,Kaij,p17,AnaghBanerjee
v1022,Kaij,p19,AnaghBanerjee
v1023,Teosa,p6,RageshwariNaik
v1024,Mukhed,p38,NOTA
v1025,Mahad,p44,BhishamGandhi
v1026,Kaij,p18,AnaghBanerjee
v1027,Mukhed,p38,BhooshanKaniyar
v1028,Kaij,p16,AnaghBanerjee
v1029,Hingna,p21,NOTA
v1030,Karanja,p49,NavinGupta
v1031,Mukhed,p39,NOTA
v1032,Mukhed,p36,BhooshitDwivedi
v1033,Baglan,p27,DiptenduNamboothiri
v1034,Baglan,p26,NOTA
v1035,Niphad,p4,PranBanerjee
v1036,Mukhed,p36,BhooshanKaniyar
v1037,Mahad,p42,LakshmanPillai
v1038,Mahad,p43,AmritaJha
v1039,Teosa,p5,AmareshKakkar
v1040,Niphad,p2,ChidambarPanicker
v1041,Kaij,p18,NOTA
v1042,Ulhasnagar,p14,DeeptenduMenon
v1043,Hingna,p23,HiranyaKhatri
v1044,Niphad,p0,NOTA
v1045,Mukhed,p39,UditGill
v1046,Ulhasnagar,p10,DhanapatiKhan
v1047,Ulhasnagar,p11,BhavesChaturvedi
v1048,Teosa,p9,NOTA
v1049,Karanja,p46,AnalMalik
v1050,Teosa,p9,VinayDeshpande
v1051,Mahad,p43,NOTA
v1052,Chembur,p32,DinakarShah
v1053,Chembur,p31,SanyaKaniyar
v1054,Ulhasnagar,p10,DeeptenduMenon
v1055,Kaij,p19,ChaitanSharma
v1056,Karanja,p49,PoornimaTalwar
v1057,Niphad,p4,ChidambarPanicker
v1058,Baglan,p28,DiptenduNamboothiri
v1059,Hingna,p24,ShardaAdiga
v1060,Baglan,p25,NOTA
v1061,Karanja,p47,SwarnalataJoshi
v1062,Baglan,p26,UrmilaBhat
v1063,Mahad,p41,BhishamGandhi
v1064,Mahad,p44,AmritaJha
v1065,Karanja,p45,PoornimaTalwar
v1066,Niphad,p3,ChidambarPanicker
v1067,Mukhed,p37,NawalTandon
v1068,Teosa,p9,BhagwantiPatel
v1069,Kaij,p19,AnaghBanerjee
v1070,Kaij,p15,NOTA
v1071,Baglan,p29,UrmilaBhat
v1072,Niphad,p2,NOTA
v1073,Mahad,p43,BhishamGandhi
v1074,Ulhasnagar,p13,DhanapatiKhan
v1075,Mahad,p44,BhishamGandhi
v1076,Niphad,p0,KamaVarma
v1077,Niphad,p4,NOTA
v1078,Mukhed,p35,BhooshanKaniyar
v1079,Chembur,p30,VedaNaik
v1080,Baglan,p29,UrmilaBhat
v1081,Mahad,p41,BhishamGandhi
v1082,Chembur,p33,DinakarShah
v1083,Kaij,p19,AnaghBanerjee
v1084,Ulhasnagar,p12,DeeptenduMenon
v1085,Ulhasnagar,p13,SwaraIyer
v1086,Niphad,p0,PranBanerjee
v1087,Mukhed,p38,UditGill
v1088,Niphad,p3,NOTA
v1089,Chembur,p33,VedaNaik
v1090,Hingna,p24,HiranyaKhatri
v1091,Mahad,p40,NOTA
v1092,Hingna,p20,BaijayantiJain
v1093,Mukhed,p39,UditGill
v1094,Chembur,p31,DinakarShah
v1095,Karanja,p46,NavinGupta
v1096,Niphad,p4,KamaVarma
v1097,Ulhasnagar,p10,MeghnadPrajapat
v1098,Kaij,p18,NOTA
v1099,Teosa,p9,BhagwantiPatel
v1100,Chembur,p32,DinakarShah
v1101,Teosa,p8,RageshwariNaik
v1102,Mahad,p41,NOTA
v1103,Kaij,p18,AnaghBanerjee
v1104,Kaij,p15,NOTA
v1105,Hingna,p22,BaijayantiJain
v1106,Kaij,p18,NOTA
v1107,Niphad,p3,KamaVarma
v1108,Niphad,p1,PranBanerjee
v1109,Niphad,p3,PranBanerjee
v1110,Baglan,p26,DiptenduNamboothiri
v1111,Hingna,p22,NOTA
v1112,Mukhed,p37,NawalTandon
v1113,Ulhasnagar,p10,MeghnadPrajapat
v1114,Chembur,p30,VedaNaik
v1115,Hingna,p23,HiranyaKhatri
v1116,Teosa,p6,KamalaSaini
v1117,Hingna,p21,ShardaAdiga
v1118,Kaij,p16,NOTA
v1119,Karanja,p48,PoornimaTalwar
v1120,Chembur,p30,VedaNaik
v1121,Ulhasnagar,p10,NOTA
v1122,Teosa,p8,BhagwantiPatel
v1123,Teosa,p8,RageshwariNaik
v1124,Teosa,p5,VinayDeshpande
v1125,Baglan,p27,UrmilaBhat
v1126,Chembur,p32,SanyaKaniyar
v1127,Teosa,p7,BhagwantiPatel
v1128,Mukhed,p36,UditGill
v1129,Chembur,p30,DinakarShah
v1130,Teosa,p6,BhagwantiPatel
v1131,Ulhasnagar,p14,BhavesChaturvedi
v1132,Hingna,p21,BaijayantiJain
v1133,Ulhasnagar,p14,SwaraIyer
v1134,Mukhed,p37,NOTA
v1135,Hingna,p23,BaijayantiJain
v1136,Hingna,p21,ShardaAdiga
v1137,Niphad,p4,ChidambarPanicker
v1138,Mahad,p41,AmritaJha
v1139,Niphad,p1,PranBanerjee
v1140,Kaij,p18,NOTA
v1141,Karanja,p49,AnalMalik
v1142,Niphad,p0,KamaVarma
v1143,Ulhasnagar,p10,DhanapatiKhan
v1144,Hingna,p20,NOTA
v1145,Kaij,p16,NOTA
v1146,Chembur,p34,DinakarShah
v1147,Chembur,p33,DinakarShah
v1148,Hingna,p24,NOTA
v1149,Chembur,p33,SanyaKaniyar
v1150,Baglan,p29,DiptenduNamboothiri
v1151,Karanja,p45,AnalMalik
v1152,Hingna,p24,HiranyaKhatri
v1153,Niphad,p3,PranBanerjee
v1154,Mukhed,p37,BhaaswarMarar
v1155,Karanja,p46,AnalMalik
v1156,Baglan,p28,KanakPandey
v1157,Chembur,p34,DinakarShah
v1158,Baglan,p27,KanakPandey
v1159,Niphad,p1,NOTA
v1160,Kaij,p18,NOTA
v1161,Niphad,p4,PranBanerjee
v1162,Teosa,p8,RageshwariNaik
v1163,Mahad,p43,AmritaJha
v1164,Hingna,p21,NOTA
v1165,Chembur,p30,ChandramohanAhuja
v1166,Mukhed,p39,NOTA
v1167,Ulhasnagar,p13,NOTA
v1168,Mukhed,p36,NOTA
v1169,Kaij,p18,NOTA
v1170,Hingna,p20,BaijayantiJain
v1171,Mahad,p40,BhishamGandhi
v1172,Mahad,p44,AmritaJha
v1173,Chembur,p30,NOTA
v1174,Mahad,p40,BhishamGandhi
v1175,Baglan,p27,KanakPandey
v1176,Hingna,p20,ShardaAdiga
v1177,Chembur,p34,SanyaKaniyar
v1178,Teosa,p6,VinayDeshpande
v1179,Mukhed,p39,BhooshanKaniyar
v1180,Niphad,p1,KamaVarma
v1181,Karanja,p47,NavinGupta
v1182,Mahad,p44,AmritaJha
v1183,Hingna,p23,NOTA
v1184,Kaij,p18,ChaitanSharma
v1185,Mahad,p41,BhishamGandhi
v1186,Chembur,p33,ChandramohanAhuja
v1187,Karanja,p48,SwarnalataJoshi
v1188,Ulhasnagar,p10,AnamikaPilla
v1189,Hingna,p20,ShardaAdiga
v1190,Mahad,p43,LakshmanPillai
v1191,Hingna,p21,HiranyaKhatri
v1192,Teosa,p7,KamalaSaini
v1193,Ulhasnagar,p11,NOTA
v1194,Niphad,p2,ChidambarPanicker
v1195,Chembur,p33,VedaNaik
v1196,Hingna,p20,HiranyaKhatri
v1197,Chembur,p31,DinakarShah
v1198,Mukhed,p39,BhaaswarMarar
v1199,Niphad,p2,KamaVarma
v1200,Karanja,p47,PoornimaTalwar
v1201,Ulhasnagar,p13,MeghnadPrajapat
v1202,Chembur,p33,VedaNaik
v1203,Teosa,p9,VinayDeshpande
v1204,Hingna,p20,ShardaAdiga
v1205,Baglan,p26,KanakPandey
v1206,Baglan,p28,UrmilaBhat
v1207,Ulhasnagar,p11,NOTA
v1208,Chembur,p34,VedaNaik
v1209,Ulhasnagar,p11,BhavesChaturvedi
v1210,Kaij,p19,AnaghBanerjee
v1211,Chembur,p31,ChandramohanAhuja
v1212,Niphad,p0,PranBanerjee
v1213,Chembur,p32,ChandramohanAhuja
v1214,Mahad,p41,AmritaJha
v1215,Chembur,p34,VedaNaik
v1216,Mukhed,p38,BhooshanKaniyar
v1217,Mahad,p44,AmritaJha
v1218,Kaij,p17,ChaitanSharma
v1219,Karanja,p46,SwarnalataJoshi
v1220,Ulhasnagar,p10,DeeptenduMenon
v1221,Mahad,p41,BhishamGandhi
v1222,Ulhasnagar,p13,DeeptenduMenon
v1223,Mahad,p41,LakshmanPillai
v1224,Karanja,p46,SwarnalataJoshi
v1225,Baglan,p26,NOTA
v1226,Ulhasnagar,p10,DeeptenduMenon
v1227,Mukhed,p36,UditGill
v1228,Hingna,p24,HiranyaKhatri
v1229,Mahad,p43,NOTA
v1230,Ulhasnagar,p14,DeeptenduMenon
v1231,Kaij,p18,NOTA
v1232,Mukhed,p39,BhooshitDwivedi
v1233,Kaij,p17,AnaghBanerjee
v1234,Teosa,p6,AmareshKakkar
v1235,Mukhed,p35,NOTA
v1236,Hingna,p21,NOTA
v1237,Mukhed,p36,NawalTandon
v1238,Ulhasnagar,p10,BhavesChaturvedi
v1239,Ulhasnagar,p13,BhavesChaturvedi
v1240,Chembur,p34,SanyaKaniyar
v1241,Mahad,p44,AmritaJha
v1242,Karanja,p47,PoornimaTalwar
v1243,Kaij,p19,NOTA
v1244,Baglan,p29,NOTA
v1245,Baglan,p27,UrmilaBhat
v1246,Baglan,p27,NOTA
v1247,Teosa,p6,VinayDeshpande
v1248,Karanja,p46,NavinGupta
v1249,Teosa,p6,RageshwariNaik
v1250,Hingna,p23,BaijayantiJain
v1251,Chembur,p30,VedaNaik
v1252,Teosa,p5,BhagwantiPatel
v1253,Kaij,p18,AnaghBanerjee
v1254,Ulhasnagar,p11,BhavesChaturvedi
v1255,Mahad,p43,AmritaJha
v1256,Kaij,p18,NOTA
v1257,Chembur,p31,NOTA
v1258,Mukhed,p35,BhaaswarMarar
v1259,Karanja,p45,SwarnalataJoshi
v1260,Teosa,p9,RageshwariNaik
v1261,Hingna,p21,ShardaAdiga
v1262,Chembur,p34,NOTA
v1263,Niphad,p1,KamaVarma
v1264,Mukhed,p35,BhooshitDwivedi
v1265,Baglan,p25,NOTA
v1266,Kaij,p17,NOTA
v1267,Kaij,p15,AnaghBanerjee
v1268,Baglan,p25,UrmilaBhat
v1269,Baglan,p29,NOTA
v1270,Hingna,p23,ShardaAdiga
v1271,Kaij,p16,NOTA
v1272,Hingna,p23,ShardaAdiga
v1273,Mahad,p40,NOTA
v1274,Chembur,p33,DinakarShah
v1275,Niphad,p4,ChidambarPanicker
v1276,Teosa,p6,NOTA
v1277,Kaij,p18,AnaghBanerjee
v1278,Ulhasnagar,p14,NOTA
v1279,Mahad,p41,LakshmanPillai
v1280,Karanja,p48,SwarnalataJoshi
v1281,Kaij,p17,ChaitanSharma
v1282,Teosa,p7,VinayDeshpande
v1283,Baglan,p27,KanakPandey
v1284,Teosa,p5,KamalaSaini
v1285,Baglan,p27,UrmilaBhat
v1286,Mukhed,p36,NawalTandon
v1287,Hingna,p21,NOTA
v1288,Chembur,p32,VedaNaik
v1289,Niphad,p1,ChidambarPanicker
v1290,Teosa,p7,RageshwariNaik
v1291,Ulhasnagar,p14,DhanapatiKhan
v1292,Karanja,p48,PoornimaTalwar
v1293,Teosa,p7,NOTA
v1294,Kaij,p19,ChaitanSharma
v1295,Mahad,p40,LakshmanPillai
v1296,Chembur,p30,SanyaKaniyar
v1297,Kaij,p18,AnaghBanerjee
v1298,Kaij,p15,NOTA
v1299,Mukhed,p36,UditGill
v1300,Chembur,p30,SanyaKaniyar
v1301,Niphad,p2,ChidambarPanicker
v1302,Niphad,p1,ChidambarPanicker
v1303,Chembur,p31,DinakarShah
v1304,Teosa,p7,BhagwantiPatel
v1305,Ulhasnagar,p11,MeghnadPrajapat
v1306,Karanja,p49,PoornimaTalwar
v1307,Niphad,p0,KamaVarma
v1308,Mahad,p41,BhishamGandhi
v1309,Kaij,p19,ChaitanSharma
v1310,Baglan,p29,DiptenduNamboothiri
v1311,Mahad,p42,AmritaJha
v1312,Niphad,p1,PranBanerjee
v1313,Karanja,p47,AnalMalik
v1314,Mahad,p41,NOTA
v1315,Niphad,p3,ChidambarPanicker
v1316,Hingna,p24,NOTA
v1317,Kaij,p15,ChaitanSharma
v1318,Mukhed,p38,NOTA
v1319,Kaij,p15,NOTA
v1320,Ulhasnagar,p14,BhavesChaturvedi
v1321,Karanja,p49,AnalMalik
v1322,Karanja,p47,AnalMalik
v1323,Kaij,p18,NOTA
v1324,Ulhasnagar,p14,DhanapatiKhan
v1325,Ulhasnagar,p10,AnamikaPilla
v1326,Hingna,p20,ShardaAdiga
v1327,Teosa,p8,TarunDesai
v1328,Hingna,p24,HiranyaKhatri
v1329,Ulhasnagar,p10,BhavesChaturvedi
v1330,Mahad,p42,BhishamGandhi
v1331,Hingna,p23,HiranyaKhatri
v1332,Mukhed,p38,NOTA
v1333,Ulhasnagar,p14,SwaraIyer
v1334,Baglan,p28,UrmilaBhat
v1335,Mahad,p43,LakshmanPillai
v1336,Chembur,p34,ChandramohanAhuja
v1337,Niphad,p2,NOTA
v1338,Teosa,p8,AmareshKakkar
v1339,Karanja,p49,SwarnalataJoshi
v1340,Chembur,p34,VedaNaik
v1341,Mukhed,p36,BhooshitDwivedi
v1342,Baglan,p27,KanakPandey
v1343,Karanja,p45,NavinGupta
v1344,Hingna,p20,BaijayantiJain
v1345,Ulhasnagar,p13,SwaraIyer
v1346,Kaij,p17,AnaghBanerjee
v1347,Baglan,p26,NOTA
v1348,Baglan,p29,NOTA
v1349,Hingna,p24,HiranyaKhatri
v1350,Karanja,p48,NOTA
v1351,Mukhed,p39,UditGill
v1352,Mukhed,p38,BhooshanKaniyar
v1353,Baglan,p29,DiptenduNamboothiri
v1354,Hingna,p23,HiranyaKhatri
v1355,Kaij,p17,NOTA
v1356,Hingna,p22,ShardaAdiga
v1357,Ulhasnagar,p14,SwaraIyer
v1358,Kaij,p15,ChaitanSharma
v1359,Ulhasnagar,p14,AnamikaPilla
v1360,Ulhasnagar,p12,MeghnadPrajapat
v1361,Niphad,p0,NOTA
v1362,Mahad,p41,NOTA
v1363,Teosa,p6,RajAsan
v1364,Mahad,p43,LakshmanPillai
v1365,Niphad,p1,ChidambarPanicker
v1366,Karanja,p47,SwarnalataJoshi
v1367,Ulhasnagar,p14,MeghnadPrajapat
v1368,Ulhasnagar,p12,AnamikaPilla
v1369,Teosa,p8,KamalaSaini
v1370,Mahad,p44,NOTA
v1371,Kaij,p19,ChaitanSharma
v1372,Chembur,p30,ChandramohanAhuja
v1373,Chembur,p30,ChandramohanAhuja
v1374,Teosa,p9,AmareshKakkar
v1375,Teosa,p9,RajAsan
v1376,Chembur,p30,SanyaKaniyar
v1377,Niphad,p4,ChidambarPanicker
v1378,Kaij,p17,AnaghBanerjee
v1379,Mukhed,p39,NOTA
v1380,Hingna,p20,BaijayantiJain
v1381,Mahad,p41,AmritaJha
v1382,Teosa,p7,AmareshKakkar
v1383,Teosa,p5,RajAsan
v1384,Hingna,p20,ShardaAdiga
v1385,Chembur,p31,NOTA
v1386,Hingna,p20,NOTA
v1387,Chembur,p32,DinakarShah
v1388,Kaij,p18,ChaitanSharma
v1389,Niphad,p1,KamaVarma
v1390,Chembur,p32,DinakarShah
v1391,Teosa,p9,RajAsan
v1392,Niphad,p1,PranBanerjee
v1393,Hingna,p23,BaijayantiJain
v1394,Hingna,p24,NOTA
v1395,Mukhed,p38,UditGill
v1396,Kaij,p17,ChaitanSharma
v1397,Chembur,p34,ChandramohanAhuja
v1398,Mukhed,p36,BhooshanKaniyar
v1399,Teosa,p9,NOTA
v1400,Hingna,p24,NOTA
v1401,Hingna,p22,ShardaAdiga
v1402,Niphad,p0,ChidambarPanicker
v1403,Kaij,p16,ChaitanSharma
